<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
IRAO;W;10/02/25;000000;3.71;3.9995;3.694;3.8205;1565433400
IRAO;W;17/02/25;000000;3.8705;3.985;3.83;3.8855;1394593200
IRAO;W;24/02/25;000000;3.8925;3.977;3.73;3.79;2146924600
IRAO;W;03/03/25;000000;3.7885;3.858;3.695;3.733;1196747300
IRAO;W;10/03/25;000000;3.738;3.8075;3.6705;3.788;705046500
IRAO;W;17/03/25;000000;3.7925;3.807;3.7265;3.7515;953814600
IRAO;W;24/03/25;000000;3.7515;3.759;3.575;3.578;656193500
IRAO;W;31/03/25;000000;3.6;3.6765;3.447;3.57;839632200
IRAO;W;07/04/25;000000;3.5185;3.635;3.3;3.63;1197620200
IRAO;W;14/04/25;000000;3.61;3.628;3.46;3.5045;766840700
IRAO;W;21/04/25;000000;3.5125;3.626;3.506;3.606;676868400
IRAO;W;28/04/25;000000;3.6135;3.643;3.48;3.5165;496752100
