<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
MRKC;W;12/08/24;000000;0.4302;0.458;0.4202;0.436;416412000
MRKC;W;19/08/24;000000;0.4388;0.441;0.383;0.388;417439000
MRKC;W;26/08/24;000000;0.405;0.4096;0.3686;0.3732;261066000
MRKC;W;02/09/24;000000;0.37;0.3848;0.358;0.38;247374000
MRKC;W;09/09/24;000000;0.3812;0.3932;0.367;0.378;191983000
MRKC;W;16/09/24;000000;0.3784;0.3998;0.377;0.386;363336000
MRKC;W;23/09/24;000000;0.3902;0.3988;0.3834;0.3868;321839000
MRKC;W;30/09/24;000000;0.3886;0.3936;0.3732;0.3836;217225000
MRKC;W;07/10/24;000000;0.385;0.387;0.3744;0.38;95227000
MRKC;W;14/10/24;000000;0.3774;0.3922;0.377;0.384;145770000
MRKC;W;21/10/24;000000;0.3842;0.3918;0.3752;0.389;268537000
MRKC;W;28/10/24;000000;0.3878;0.44;0.3848;0.4146;904554000
MRKC;W;04/11/24;000000;0.4192;0.443;0.4134;0.44;241421000
MRKC;W;11/11/24;000000;0.4446;0.4918;0.441;0.4896;524278000
MRKC;W;18/11/24;000000;0.48;0.5024;0.4378;0.4584;556420000
MRKC;W;25/11/24;000000;0.4582;0.4582;0.4042;0.446;363162000
MRKC;W;02/12/24;000000;0.449;0.4546;0.4138;0.4404;395300000
MRKC;W;09/12/24;000000;0.4436;0.45;0.4272;0.4348;120218000
MRKC;W;16/12/24;000000;0.4302;0.456;0.4002;0.4494;262472000
MRKC;W;23/12/24;000000;0.463;0.4892;0.4572;0.4682;368235000
MRKC;W;30/12/24;000000;0.4772;0.4832;0.4704;0.4718;48576000
MRKC;W;06/01/25;000000;0.4698;0.498;0.463;0.4854;224984000
MRKC;W;13/01/25;000000;0.488;0.504;0.45;0.492;246567000
MRKC;W;20/01/25;000000;0.5012;0.5012;0.4712;0.4976;216849000
MRKC;W;27/01/25;000000;0.4998;0.505;0.4752;0.496;134987000
MRKC;W;03/02/25;000000;0.498;0.5348;0.495;0.5258;399986000
MRKC;W;10/02/25;000000;0.5258;0.5574;0.5234;0.545;239534000
MRKC;W;17/02/25;000000;0.5486;0.6328;0.5486;0.6168;654974000
MRKC;W;24/02/25;000000;0.6204;0.6794;0.6048;0.6162;1211159000
MRKC;W;03/03/25;000000;0.6218;0.67;0.602;0.6366;380005000
MRKC;W;10/03/25;000000;0.6422;0.6616;0.626;0.6486;235726000
MRKC;W;17/03/25;000000;0.6552;0.672;0.618;0.624;324661000
MRKC;W;24/03/25;000000;0.6268;0.6406;0.5906;0.605;253832000
MRKC;W;31/03/25;000000;0.605;0.61;0.5282;0.535;304929000
MRKC;W;07/04/25;000000;0.5188;0.5688;0.499;0.5574;235464000
MRKC;W;14/04/25;000000;0.5574;0.5766;0.548;0.5688;81369000
MRKC;W;21/04/25;000000;0.5754;0.586;0.57;0.5762;61850000
MRKC;W;28/04/25;000000;0.582;0.582;0.52;0.52;191400000
