Date,Close,High,Low,Open,Volume
2025-02-12,1.4285099506378174,1.4340200424194336,1.4279500246047974,1.4285099506378174,0
2025-02-13,1.4300700426101685,1.4302300214767456,1.4211100339889526,1.4300700426101685,0
2025-02-14,1.4192099571228027,1.4199399948120117,1.415120005607605,1.4192099571228027,0
2025-02-17,1.4184000492095947,1.4193700551986694,1.4158999919891357,1.4184000492095947,0
2025-02-18,1.4184999465942383,1.4212100505828857,1.4179699420928955,1.4184999465942383,0
2025-02-19,1.4189200401306152,1.4237600564956665,1.417549967765808,1.4189200401306152,0
2025-02-20,1.4240399599075317,1.4243199825286865,1.4183800220489502,1.4240399599075317,0
2025-02-21,1.4176000356674194,1.4208400249481201,1.4168000221252441,1.4176000356674194,0
2025-02-24,1.4211599826812744,1.4242600202560425,1.4181699752807617,1.4211599826812744,0
2025-02-25,1.4276000261306763,1.4312399625778198,1.4241600036621094,1.4276000261306763,0
2025-02-26,1.4300700426101685,1.435629963874817,1.429360032081604,1.4300700426101685,0
2025-02-27,1.4335999488830566,1.4440699815750122,1.432229995727539,1.4335999488830566,0
2025-02-28,1.444350004196167,1.445199966430664,1.4400800466537476,1.444350004196167,0
2025-03-03,1.444100022315979,1.4452300071716309,1.4378399848937988,1.444100022315979,0
2025-03-04,1.4490000009536743,1.4516600370407104,1.440659999847412,1.4490000009536743,0
2025-03-05,1.439710021018982,1.4448100328445435,1.4342999458312988,1.439710021018982,0
2025-03-06,1.433859944343567,1.4375,1.424649953842163,1.433859944343567,0
2025-03-07,1.429110050201416,1.4397599697113037,1.4280200004577637,1.429110050201416,0
2025-03-10,1.437019944190979,1.4431699514389038,1.4353100061416626,1.437019944190979,0
2025-03-11,1.4428900480270386,1.4518799781799316,1.4393500089645386,1.4428900480270386,0
2025-03-12,1.4432400465011597,1.448330044746399,1.4367300271987915,1.4432400465011597,0
2025-03-13,1.436169981956482,1.440459966659546,1.4358899593353271,1.436169981956482,0
2025-03-14,1.442579984664917,1.4440499544143677,1.4377800226211548,1.442579984664917,0
2025-03-17,1.4369200468063354,1.4379700422286987,1.4289400577545166,1.4369200468063354,0
2025-03-18,1.4295099973678589,1.4316099882125854,1.427109956741333,1.4295099973678589,0
2025-03-19,1.4299499988555908,1.4336600303649902,1.4295099973678589,1.4299499988555908,0
2025-03-20,1.4319000244140625,1.440019965171814,1.4316999912261963,1.4319000244140625,0
2025-03-21,1.4322700500488281,1.4372299909591675,1.431380033493042,1.4322700500488281,0
2025-03-24,1.43326997756958,1.4349900484085083,1.4290399551391602,1.43326997756958,0
2025-03-25,1.4316099882125854,1.4331799745559692,1.4271299839019775,1.4316099882125854,0
2025-03-26,1.427299976348877,1.429319977760315,1.4236400127410889,1.427299976348877,0
